time,massFlow,test,unit
"47760,31254","0,2516315633",2019_07_09,A2
"47820,31314","0,250887878",2019_07_09,A2
"47880,31245","0,250717775",2019_07_09,A2
"47940,31262","0,2504119602",2019_07_09,A2
"48000,31314","0,2513884874",2019_07_09,A2
"48060,31233","0,2522153461",2019_07_09,A2
"48120,31377","0,2511128568",2019_07_09,A2
"48180,31342","0,25243747",2019_07_09,A2
"48240,3143","0,2519765441",2019_07_09,A2
"48300,316","0,2516586255",2019_07_09,A2
"48360,31641","0,2527666409",2019_07_09,A2
"48420,31643","0,2511549443",2019_07_09,A2
"48480,31702","0,2512393531",2019_07_09,A2
"48540,31828","0,2513181357",2019_07_09,A2
"48600,31765","0,2522586857",2019_07_09,A2
"48660,31864","0,250711815",2019_07_09,A2
"48720,31829","0,2505458856",2019_07_09,A2
"48780,31997","0,2522232093",2019_07_09,A2
"48840,32094","0,2505355515",2019_07_09,A2
"48900,32155","0,2522969001",2019_07_09,A2
"48960,32135","0,2516567724",2019_07_09,A2
"49020,32149","0,2519565771",2019_07_09,A2
"49080,32292","0,2516412964",2019_07_09,A2
"49140,324","0,2519675122",2019_07_09,A2
"49200,32504","0,2515943173",2019_07_09,A2
"49260,32483","0,2523750316",2019_07_09,A2
"49320,32426","0,2516853706",2019_07_09,A2
"49380,32584","0,2513059151",2019_07_09,A2
"49440,3263","0,2515348004",2019_07_09,A2
"49500,32624","0,2512554468",2019_07_09,A2
"49560,32643","0,2507009133",2019_07_09,A2
"49620,32799","0,251043707",2019_07_09,A2
"49680,32807","0,25173654",2019_07_09,A2
"49740,32758","0,2517856561",2019_07_09,A2
"49800,32745","0,2506271224",2019_07_09,A2
"49860,32894","0,2512241775",2019_07_09,A2
"49920,32954","0,2509944574",2019_07_09,A2
"49980,33067","0,2513600228",2019_07_09,A2
"50040,33092","0,2509224529",2019_07_09,A2
"50100,33041","0,2495305597",2019_07_09,A2
"50160,33187","0,2488209651",2019_07_09,A2
"50220,33149","0,2486867225",2019_07_09,A2
"50280,33153","0,2499466268",2019_07_09,A2
"50340,33144","0,2506662549",2019_07_09,A2
"50400,33144","0,2502471327",2019_07_09,A2
"50460,33121","0,2509844406",2019_07_09,A2
"50520,33305","0,2507976261",2019_07_09,A2
"50580,33367","0,2516598944",2019_07_09,A2
"50640,3348","0,2498927694",2019_07_09,A2
"50700,3343","0,2499363428",2019_07_09,A2
"50760,33438","0,2505576054",2019_07_09,A2
"50820,33499","0,2492274995",2019_07_09,A2
"50880,33629","0,249921234",2019_07_09,A2
"50940,33541","0,249031386",2019_07_09,A2
"51000,33644","0,2495727808",2019_07_09,A2
"51060,33685","0,2509139052",2019_07_09,A2
"51120,33717","0,2495223458",2019_07_09,A2
"51180,33805","0,2505214278",2019_07_09,A2
"51240,33867","0,2507618492",2019_07_09,A2
"51300,33972","0,2508533699",2019_07_09,A2
"51360,33951","0,2505176047",2019_07_09,A2
"51420,34058","0,2508802986",2019_07_09,A2
"51480,34193","0,2512883188",2019_07_09,A2
"51540,34143","0,2502144944",2019_07_09,A2
"51600,34246","0,2511266466",2019_07_09,A2
"51660,3426","0,2502134927",2019_07_09,A2
"51720,34354","0,251597339",2019_07_09,A2
"51780,34464","0,2513708578",2019_07_09,A2
"51840,34416","0,2510749429",2019_07_09,A2
"51900,3442","0,2512122574",2019_07_09,A2
"51960,34451","0,2509861101",2019_07_09,A2
"52020,34613","0,2507288269",2019_07_09,A2
"52080,34645","0,2505001586",2019_07_09,A2
"52140,34683","0,2495865539",2019_07_09,A2
"52200,34653","0,2508450225",2019_07_09,A2
"52260,34752","0,2497802634",2019_07_09,A2
"52320,34776","0,2495420123",2019_07_09,A2
"52380,34753","0,2522736275",2019_07_09,A2
"52440,34761","0,2502864822",2019_07_09,A2
"52500,34741","0,2492340271",2019_07_09,A2
"52560,34826","0,2497192941",2019_07_09,A2
"52620,34991","0,2508932036",2019_07_09,A2
"52680,35001","0,2515946178",2019_07_09,A2
"52740,35045","0,2521303196",2019_07_09,A2
"52800,35044","0,2508422846",2019_07_09,A2
"52860,3519","0,2504825123",2019_07_09,A2
"52920,35152","0,2504531795",2019_07_09,A2
"52980,35302","0,2509788979",2019_07_09,A2
"53040,3537","0,2507838529",2019_07_09,A2
"53100,3535","0,2505544834",2019_07_09,A2
"53160,35391","0,2509858429",2019_07_09,A2
"53220,35329","0,2498526352",2019_07_09,A2
"53280,35348","0,2509095311",2019_07_09,A2
"53340,3534","0,2499503664",2019_07_09,A2
"53400,35496","0,2507615487",2019_07_09,A2
"53460,35491","0,2500064441",2019_07_09,A2
"53520,35453","0,2504394398",2019_07_09,A2
"53580,35612","0,2505925642",2019_07_09,A2
"53640,35706","0,2511270974",2019_07_09,A2
"53700,35766","0,2498192791",2019_07_09,A2
"53760,35738","0,2495594083",2019_07_09,A2
"53820,35733","0,2503542463",2019_07_09,A2
"53880,35796","0,2497217148",2019_07_09,A2
"53940,35786","0,2494831799",2019_07_09,A2
"54000,35907","0,2498475934",2019_07_09,A2
"54060,35907","0,2504443981",2019_07_09,A2
"54120,3583","0,2506680413",2019_07_09,A2
"54180,35987","0,2510701849",2019_07_09,A2
"54240,35956","0,2501080151",2019_07_09,A2
"54300,35955","0,2501281657",2019_07_09,A2
"54360,35936","0,2503915758",2019_07_09,A2
"54420,35953","0,2513368338",2019_07_09,A2
"54480,36008","0,2517161891",2019_07_09,A2
"54540,36097","0,2518988967",2019_07_09,A2
"54600,36187","0,2505886409",2019_07_09,A2
"54660,36156","0,250289337",2019_07_09,A2
"54720,36144","0,2497656721",2019_07_09,A2
"54780,36264","0,2500645253",2019_07_09,A2
"54840,36257","0,250381008",2019_07_09,A2
"54900,36274","0,2495680061",2019_07_09,A2
"54960,36225","0,2504116096",2019_07_09,A2
"55020,36377","0,2500213192",2019_07_09,A2
"55080,36383","0,2526164213",2019_07_09,A2
"55140,36357","0,2511855458",2019_07_09,A2
"55200,36393","0,2504566354",2019_07_09,A2
"55260,3649","0,2500330723",2019_07_09,A2
"55320,36444","0,249578073",2019_07_09,A2
"55380,36489","0,2494107413",2019_07_09,A2
"55440,3651","0,2503876526",2019_07_09,A2
"55500,36554","0,2493180352",2019_07_09,A2
"55560,36675","0,2499171939",2019_07_09,A2
"55620,3664","0,2506152691",2019_07_09,A2
"55680,36692","0,2511815391",2019_07_09,A2
"55740,36693","0,251353996",2019_07_09,A2
"55800,36651","0,2505731816",2019_07_09,A2
"55860,36644","0,2520675306",2019_07_09,A2
"55920,36746","0,2513580195",2019_07_09,A2
"55980,36882","0,2520618711",2019_07_09,A2
"56040,36877","0,2512872837",2019_07_09,A2
"56100,36851","0,2519892822",2019_07_09,A2
"56160,36965","0,2498569425",2019_07_09,A2
"56220,36928","0,2514216266",2019_07_09,A2
"56280,37015","0,2512760315",2019_07_09,A2
"56340,36933","0,2511453448",2019_07_09,A2
"56400,36943","0,2497561061",2019_07_09,A2
"56460,3694","0,2497604133",2019_07_09,A2
"56520,36949","0,2496507287",2019_07_09,A2
"56580,36942","0,2504427119",2019_07_09,A2
"56640,36942","0,2511085495",2019_07_09,A2
"56700,37044","0,2502539108",2019_07_09,A2
"56760,37023","0,2518479777",2019_07_09,A2
"56820,37183","0,250902319",2019_07_09,A2
"56880,37141","0,2502811399",2019_07_09,A2
"56940,3715","0,2508679945",2019_07_09,A2
"57000,37301","0,249371375",2019_07_09,A2
"57060,37295","0,2497943872",2019_07_09,A2
"57120,37251","0,2495451676",2019_07_09,A2
"57180,37357","0,2509295816",2019_07_09,A2
"57240,37348","0,2499429873",2019_07_09,A2
"57300,37407","0,2478633363",2019_07_09,A2
"57360,3748","0,2502056796",2019_07_09,A2
"57420,37453","0,249306616",2019_07_09,A2
"57480,37425","0,2509766274",2019_07_09,A2
"57540,37452","0,2514347487",2019_07_09,A2
"57600,37508","0,2511339756",2019_07_09,A2
"57660,3744","0,248839513",2019_07_09,A2
"57720,37492","0,2490975975",2019_07_09,A2
"57780,37445","0,2501683667",2019_07_09,A2
"57840,37497","0,2490033054",2019_07_09,A2
"57900,37489","0,2496941184",2019_07_09,A2
"57960,37581","0,2488595133",2019_07_09,A2
"58020,37567","0,2492500875",2019_07_09,A2
"58080,37587","0,2490241739",2019_07_09,A2
"58140,37681","0,2489910347",2019_07_09,A2
"58200,37792","0,2494082538",2019_07_09,A2
"58260,37752","0,2486999113",2019_07_09,A2
"58320,37898","0,25020002",2019_07_09,A2
"58380,37997","0,2500993172",2019_07_09,A2
"58440,37947","0,2498502479",2019_07_09,A2
"58500,38101","0,2487080751",2019_07_09,A2
"58560,38037","0,249067814",2019_07_09,A2
"58620,38104","0,2489925707",2019_07_09,A2
"58680,38181","0,2490126545",2019_07_09,A2
"58740,38312","0,2499418688",2019_07_09,A2
"58800,38343","0,2484090383",2019_07_09,A2
"58860,38436","0,2490386816",2019_07_09,A2
"58920,38495","0,2489354746",2019_07_09,A2
"58980,38445","0,2495135811",2019_07_09,A2
"59040,38544","0,2488256897",2019_07_09,A2
"59100,38553","0,2503300389",2019_07_09,A2
"59160,38682","0,2492451125",2019_07_09,A2
"59220,38641","0,249767158",2019_07_09,A2
"59280,38809","0,2497344028",2019_07_09,A2
"59340,38774","0,2495919297",2019_07_09,A2
"59400,38728","0,2483173673",2019_07_09,A2
"59460,38783","0,2479400655",2019_07_09,A2
"59520,38867","0,2504969699",2019_07_09,A2
"59580,39002","0,2492757641",2019_07_09,A2
"59640,38954","0,2496667389",2019_07_09,A2
"59700,38935","0,2502200872",2019_07_09,A2
"59760,38953","0,2493865673",2019_07_09,A2
"59820,39003","0,2505467371",2019_07_09,A2
"59880,39106","0,2495455349",2019_07_09,A2
"59940,39032","0,2483372508",2019_07_09,A2
"60000,39064","0,2490269619",2019_07_09,A2
"60060,39181","0,2489347066",2019_07_09,A2
"60120,39228","0,2494123273",2019_07_09,A2
"60180,39302","0,2474647319",2019_07_09,A2
"60240,39353","0,2491667806",2019_07_09,A2
"60300,39396","0,2490495165",2019_07_09,A2
"60360,39336","0,2480191987",2019_07_09,A2
"60420,39449","0,2503811583",2019_07_09,A2
"60480,39492","0,2498239703",2019_07_09,A2
"60540,39417","0,2510189987",2019_07_09,A2
"60600,39605","0,2504654335",2019_07_09,A2
"60660,39673","0,2503896058",2019_07_09,A2
"60720,39791","0,2503506236",2019_07_09,A2
"60780,39893","0,2506075394",2019_07_09,A2
"60840,39849","0,2492993538",2019_07_09,A2
"60900,39958","0,2496632831",2019_07_09,A2
"60960,401","0,2503673016",2019_07_09,A2
"61020,4019","0,2489133039",2019_07_09,A2
"61080,40266","0,2495707273",2019_07_09,A2
"61140,40316","0,2494458504",2019_07_09,A2
"61200,40385","0,2484602412",2019_07_09,A2
"61260,40328","0,2499456084",2019_07_09,A2
"61320,40488","0,2507883939",2019_07_09,A2
"61380,40435","0,2496176396",2019_07_09,A2
"61440,4049","0,2498244378",2019_07_09,A2
"61500,40498","0,2489299319",2019_07_09,A2
"61560,40493","0,2497589108",2019_07_09,A2
"61620,40495","0,2508070753",2019_07_09,A2
"61680,40442","0,2500830231",2019_07_09,A2
"61740,40593","0,2485688741",2019_07_09,A2
"61800,40712","0,2491632079",2019_07_09,A2
"61860,40629","0,2491839762",2019_07_09,A2
"61920,40642","0,2496145177",2019_07_09,A2
"61980,4079","0,2501763301",2019_07_09,A2
"62040,40898","0,2490172288",2019_07_09,A2
"62100,40896","0,2501554951",2019_07_09,A2
"62160,40992","0,2504688393",2019_07_09,A2
"62220,41102","0,2498100636",2019_07_09,A2
"62280,41046","0,2506108617",2019_07_09,A2
"62340,41054","0,2499153742",2019_07_09,A2
"62400,41157","0,2497648374",2019_07_09,A2
"62460,41125","0,2490557437",2019_07_09,A2
"62520,41283","0,2486988261",2019_07_09,A2
"62580,41268","0,2495111103",2019_07_09,A2
"62640,41349","0,2492922585",2019_07_09,A2
"62700,41398","0,2500473296",2019_07_09,A2
"62760,41494","0,250335615",2019_07_09,A2
"62820,41595","0,2512717743",2019_07_09,A2
"62880,41551","0,2503686539",2019_07_09,A2
"62940,41516","0,2502741782",2019_07_09,A2
"63000,41671","0,24834473",2019_07_09,A2
"63060,41665","0,2492022236",2019_07_09,A2
"63120,41669","0,2501060953",2019_07_09,A2
"63180,41695","0,2499254745",2019_07_09,A2
"63240,4169","0,248420925",2019_07_09,A2
"63300,41651","0,2493061152",2019_07_09,A2
"63360,41669","0,2497210303",2019_07_09,A2
"63420,41652","0,2502598374",2019_07_09,A2
"63480,41787","0,2496154025",2019_07_09,A2
"63540,41884","0,2493444297",2019_07_09,A2
"63600,42015","0,249798828",2019_07_09,A2
"63660,41966","0,2500241072",2019_07_09,A2
"63720,42077","0,2497086929",2019_07_09,A2
"63780,42024","0,2504699745",2019_07_09,A2
"63840,42042","0,2482589523",2019_07_09,A2
"63900,42085","0,2477118479",2019_07_09,A2
"63960,42147","0,2470143738",2019_07_09,A2
"64020,42137","0,2456790258",2019_07_09,A2
"64080,42297","0,2475884068",2019_07_09,A2
"64140,42225","0,2458702477",2019_07_09,A2
"64200,42309","0,2441829071",2019_07_09,A2
"64260,42406","0,2460861778",2019_07_09,A2
"64320,42421","0,2455301418",2019_07_09,A2
"64380,42336","0,2463853315",2019_07_09,A2
"64440,42333","0,2462068477",2019_07_09,A2
"64500,42355","0,2463326928",2019_07_09,A2
"64560,42497","0,246108048",2019_07_09,A2
"64620,42597","0,2475797923",2019_07_09,A2
"64680,42552","0,2457222652",2019_07_09,A2
"64740,42605","0,2459239047",2019_07_09,A2
"64800,42697","0,2447453706",2019_07_09,A2
"64860,42808","0,2448020494",2019_07_09,A2
"64920,4292","0,245768059",2019_07_09,A2
"64980,42971","0,2447014133",2019_07_09,A2
"65040,42996","0,2457793947",2019_07_09,A2
"65100,4309","0,2445909273",2019_07_09,A2
"65160,43192","0,2440151413",2019_07_09,A2
"65220,43199","0,2439527697",2019_07_09,A2
"65280,43149","0,2447736683",2019_07_09,A2
"65340,43139","0,2427351699",2019_07_09,A2
"65400,43288","0,2438377928",2019_07_09,A2
"65460,43245","0,2429094132",2019_07_09,A2
"65520,43268","0,2427381916",2019_07_09,A2
"65580,43371","0,2436025467",2019_07_09,A2
"65640,43328","0,2467237846",2019_07_09,A2
"65700,43353","0,2436196923",2019_07_09,A2
"65760,43352","0,2424863844",2019_07_09,A2
"65820,43353","0,2425192397",2019_07_09,A2
"65880,43333","0,2422289176",2019_07_09,A2
"65940,4339","0,2434512754",2019_07_09,A2
"66000,43358","0,2437243351",2019_07_09,A2
"66060,43404","0,2435198074",2019_07_09,A2
"66120,43516","0,241263292",2019_07_09,A2
"66180,43578","0,2438601638",2019_07_09,A2
"66240,43582","0,244072154",2019_07_09,A2
"66300,43603","0,2429306656",2019_07_09,A2
"66360,43587","0,2431488496",2019_07_09,A2
"66420,43604","0,2452216558",2019_07_09,A2
"66480,43531","0,2442052781",2019_07_09,A2
"66540,43692","0,2437728835",2019_07_09,A2
"66600,43695","0,2448800474",2019_07_09,A2
"66660,43757","0,2448942546",2019_07_09,A2
"66720,43847","0,2444070177",2019_07_09,A2
"66780,44018","0,242542963",2019_07_09,A2
"66840,43978","0,2434067004",2019_07_09,A2
"66900,43987","0,2422698699",2019_07_09,A2
"66960,43943","0,2418004797",2019_07_09,A2
"67020,44051","0,2421046584",2019_07_09,A2
"67080,44187","0,2421038738",2019_07_09,A2
"67140,44254","0,2421167621",2019_07_09,A2
"67200,44246","0,2425685727",2019_07_09,A2
"67260,44361","0,2433813243",2019_07_09,A2
"67320,44384","0,2429230695",2019_07_09,A2
"67380,44323","0,2436556862",2019_07_09,A2
"67440,44472","0,2425199075",2019_07_09,A2
"67500,44447","0,2435090226",2019_07_09,A2
"67560,44597","0,2442400199",2019_07_09,A2
"67620,44532","0,2437573573",2019_07_09,A2
"67680,44538","0,245159401",2019_07_09,A2
"67740,44597","0,2424336289",2019_07_09,A2
"67800,44554","0,2430477294",2019_07_09,A2
"67860,44556","0,2419435372",2019_07_09,A2
"67920,44651","0,242321991",2019_07_09,A2
"67980,44754","0,2418789952",2019_07_09,A2
"68040,44876","0,2414142294",2019_07_09,A2
"68100,44845","0,241328435",2019_07_09,A2
"68160,44952","0,2404412748",2019_07_09,A2
"68220,44948","0,2418109807",2019_07_09,A2
"68280,45099","0,2412843441",2019_07_09,A2
"68340,45035","0,2413586025",2019_07_09,A2
"68400,45097","0,2402258789",2019_07_09,A2
"68460,4515","0,2415358175",2019_07_09,A2
"68520,45157","0,242346332",2019_07_09,A2
"68580,4525","0,2427121311",2019_07_09,A2
"68640,45263","0,2423289026",2019_07_09,A2
"68700,45274","0,2420643072",2019_07_09,A2
"68760,45239","0,2424211746",2019_07_09,A2
"68820,45399","0,2417710134",2019_07_09,A2
"68880,4549","0,2397633169",2019_07_09,A2
"68940,45502","0,2416835328",2019_07_09,A2
"69000,45553","0,2410958769",2019_07_09,A2
"69060,45531","0,2412884009",2019_07_09,A2
"69120,45698","0,2400238888",2019_07_09,A2
"69180,45646","0,2391755273",2019_07_09,A2
"69240,45811","0,2402593018",2019_07_09,A2
"69300,45839","0,2406772387",2019_07_09,A2
"69360,4584","0,2413762655",2019_07_09,A2
"69420,45936","0,2424562002",2019_07_09,A2
"69480,45937","0,2407850202",2019_07_09,A2
"69540,45997","0,2418058554",2019_07_09,A2
"69600,46088","0,2417310628",2019_07_09,A2
"69660,46173","0,2421026718",2019_07_09,A2
"69720,46183","0,2433764495",2019_07_09,A2
"69780,46147","0,2413766161",2019_07_09,A2
"69840,46295","0,2411021708",2019_07_09,A2
"69900,46229","0,2419122345",2019_07_09,A2
"69960,46231","0,2411702353",2019_07_09,A2
"70020,46248","0,2422408377",2019_07_09,A2
"70080,46294","0,2419218507",2019_07_09,A2
"70140,46292","0,2409683622",2019_07_09,A2
"70200,46253","0,2412039588",2019_07_09,A2
"70260,46271","0,2403534436",2019_07_09,A2
"70320,46237","0,2421652605",2019_07_09,A2
"70380,46419","0,2420590316",2019_07_09,A2
"70440,46318","0,2409723856",2019_07_09,A2
"70500,46363","0,240826874",2019_07_09,A2
"70560,46325","0,2421347424",2019_07_09,A2
"70620,46382","0,241479122",2019_07_09,A2
"70680,46341","0,2438032179",2019_07_09,A2
"70740,46348","0,2416983411",2019_07_09,A2
"70800,46334","0,2422721404",2019_07_09,A2
"70860,46328","0,2403779349",2019_07_09,A2
"70920,46423","0,2411833074",2019_07_09,A2
"70980,46459","0,2420768282",2019_07_09,A2
"71040,46564","0,2420506008",2019_07_09,A2
"71100,46711","0,2432239093",2019_07_09,A2
"71160,46678","0,2411054763",2019_07_09,A2
"71220,46789","0,2420770954",2019_07_09,A2
"71280,46805","0,242048998",2019_07_09,A2
"71340,46737","0,2442158459",2019_07_09,A2
"71400,46798","0,2409172428",2019_07_09,A2
"71460,46897","0,2439136872",2019_07_09,A2
"71520,46896","0,2437541686",2019_07_09,A2
"71580,46969","0,2437518314",2019_07_09,A2
"71640,46938","0,2436588749",2019_07_09,A2
"71700,46967","0,2431349596",2019_07_09,A2
"71760,47079","0,243849596",2019_07_09,A2
"71820,47105","0,2434157322",2019_07_09,A2
"71880,47043","0,2430680803",2019_07_09,A2
"71940,47086","0,2407900453",2019_07_09,A2
"72000,47033","0,2410474954",2019_07_09,A2
"72060,47031","0,2423486358",2019_07_09,A2
"72120,47099","0,2428345372",2019_07_09,A2
"72180,47091","0,2418017485",2019_07_09,A2
"72240,47067","0,2410475789",2019_07_09,A2
"72300,47166","0,2417147353",2019_07_09,A2
"72360,47134","0,2416205768",2019_07_09,A2
"72420,472","0,2425932476",2019_07_09,A2
"72480,4716","0,2422818567",2019_07_09,A2
"72540,47194","0,2417273566",2019_07_09,A2
"72600,47252","0,2431376641",2019_07_09,A2
"72660,47231","0,2445160179",2019_07_09,A2
"72720,47239","0,2424178022",2019_07_09,A2
"72780,47407","0,2447068558",2019_07_09,A2
"72840,47399","0,2424604574",2019_07_09,A2
"72900,47357","0,2436865715",2019_07_09,A2
"72960,47445","0,2423650134",2019_07_09,A2
"73020,47488","0,2429162247",2019_07_09,A2
"73080,47485","0,2429535876",2019_07_09,A2
"73140,47499","0,2449643393",2019_07_09,A2
"73200,47443","0,2436802776",2019_07_09,A2
"73260,47533","0,2424752156",2019_07_09,A2
"73320,47535","0,2421980323",2019_07_09,A2
"73380,4761","0,2447464558",2019_07_09,A2
"73440,4771","0,2452568984",2019_07_09,A2
"73500,47711","0,2420940406",2019_07_09,A2
"73560,47626","0,2432007203",2019_07_09,A2
"73620,47677","0,2438426676",2019_07_09,A2
"73680,47644","0,2435919456",2019_07_09,A2
"73740,47756","0,2442731423",2019_07_09,A2
"73800,47919","0,2444659002",2019_07_09,A2
"73860,4786","0,242348135",2019_07_09,A2
"73920,47979","0,2443840624",2019_07_09,A2
"73980,48079","0,2424109741",2019_07_09,A2
"74040,48049","0,2443549133",2019_07_09,A2
"74100,48147","0,2428753058",2019_07_09,A2
"74160,48126","0,2437009791",2019_07_09,A2
"74220,48129","0,2424336957",2019_07_09,A2
"74280,48193","0,2423427259",2019_07_09,A2
"74340,4815","0,2438321833",2019_07_09,A2
"74400,48145","0,2441291332",2019_07_09,A2
"74460,48125","0,2459727369",2019_07_09,A2
"74520,48131","0,244651713",2019_07_09,A2
"74580,48164","0,2438628015",2019_07_09,A2
"74640,48163","0,2428133682",2019_07_09,A2
"74700,48155","0,2426655527",2019_07_09,A2
"74760,48191","0,242324011",2019_07_09,A2
"74820,48124","0,2429786965",2019_07_09,A2
"74880,48291","0,2429997653",2019_07_09,A2
"74940,48237","0,2418014146",2019_07_09,A2
"75000,48398","0,2423665493",2019_07_09,A2
"75060,48345","0,2419364252",2019_07_09,A2
"75120,48481","0,2420562937",2019_07_09,A2
"75180,48595","0,2436013948",2019_07_09,A2
"75240,48637","0,2437514307",2019_07_09,A2
"75300,48809","0,2432547279",2019_07_09,A2
"75360,48864","0,2439306658",2019_07_09,A2
"75420,48884","0,243417769",2019_07_09,A2
"75480,49006","0,2425137304",2019_07_09,A2
"75540,48969","0,2450061764",2019_07_09,A2
"75600,48945","0,2428404137",2019_07_09,A2
"75660,49088","0,2419887132",2019_07_09,A2
"75720,49035","0,2420258758",2019_07_09,A2
"75780,49192","0,241956075",2019_07_09,A2
"75840,49198","0,2431234402",2019_07_09,A2
"75900,49307","0,2429059073",2019_07_09,A2
"75960,49416","0,2414362332",2019_07_09,A2
"76020,49319","0,2414974529",2019_07_09,A2
"76080,49339","0,2426212782",2019_07_09,A2
"76140,49351","0,2434356825",2019_07_09,A2
"76200,49393","0,2426002594",2019_07_09,A2
"76260,49397","0,2440233218",2019_07_09,A2
"76320,49511","0,2453470335",2019_07_09,A2
"76380,49591","0,2424870522",2019_07_09,A2
"76440,49563","0,242338619",2019_07_09,A2
"76500,49523","0,2440032546",2019_07_09,A2
"76560,49597","0,2424195218",2019_07_09,A2
"76620,49525","0,2434587547",2019_07_09,A2
"76680,49549","0,2430170611",2019_07_09,A2
"76740,49546","0,2419266922",2019_07_09,A2
"76800,49631","0,2440874464",2019_07_09,A2
"76860,49699","0,2438536194",2019_07_09,A2
"76920,49642","0,2448628518",2019_07_09,A2
"76980,49708","0,2426805446",2019_07_09,A2
"77040,49805","0,2438432353",2019_07_09,A2
"77100,49916","0,242026794",2019_07_09,A2
"77160,49927","0,242629325",2019_07_09,A2
"77220,49987","0,2428616828",2019_07_09,A2
"77280,49946","0,2434200395",2019_07_09,A2
"77340,50103","0,2431675811",2019_07_09,A2
"77400,50051","0,2419281112",2019_07_09,A2
"77460,50148","0,2416800102",2019_07_09,A2
"77520,50148","0,2421635409",2019_07_09,A2
"77580,50194","0,244069199",2019_07_09,A2
"77640,50141","0,2436728317",2019_07_09,A2
"77700,50287","0,2437765063",2019_07_09,A2
"77760,50372","0,2424974363",2019_07_09,A2
"77820,50474","0,2448268745",2019_07_09,A2
"77880,50587","0,2438343369",2019_07_09,A2
"77940,50594","0,245055259",2019_07_09,A2
"78000,50534","0,2436193917",2019_07_09,A2
"78060,50547","0,2436007437",2019_07_09,A2
"78120,50701","0,2431769135",2019_07_09,A2
"78180,50638","0,2426464038",2019_07_09,A2
"78240,50708","0,242477653",2019_07_09,A2
"78300,50617","0,2444303737",2019_07_09,A2
"78360,50809","0,2437859722",2019_07_09,A2
"78420,50731","0,243280755",2019_07_09,A2
"78480,5076","0,2431541085",2019_07_09,A2
"78540,5084","0,2438914999",2019_07_09,A2
"78600,50948","0,2445536145",2019_07_09,A2
"78660,50999","0,2440009341",2019_07_09,A2
"78720,50993","0,2443823261",2019_07_09,A2
"78780,51073","0,24299858",2019_07_09,A2
"78840,51203","0,2438353887",2019_07_09,A2
"78900,51177","0,2457133335",2019_07_09,A2
"78960,51227","0,2446384239",2019_07_09,A2
"79020,51275","0,2439113833",2019_07_09,A2
"79080,51244","0,244116896",2019_07_09,A2
"79140,51247","0,243969598",2019_07_09,A2
"79200,51288","0,2450186474",2019_07_09,A2
"79260,51292","0,2449597315",2019_07_09,A2
"79320,51343","0,2454386044",2019_07_09,A2
"79380,51335","0,2442163133",2019_07_09,A2
"79440,51342","0,2432786181",2019_07_09,A2
"79500,51512","0,2441327393",2019_07_09,A2
"79560,51463","0,2445053833",2019_07_09,A2
"79620,51516","0,2446855533",2019_07_09,A2
"79680,51451","0,2447224153",2019_07_09,A2
"79740,51441","0,2433837117",2019_07_09,A2
"79800,51499","0,24389756",2019_07_09,A2
"79860,51446","0,2456091748",2019_07_09,A2
"79920,51449","0,2455453507",2019_07_09,A2
"79980,51585","0,2457937522",2019_07_09,A2
"80040,51586","0,2429026017",2019_07_09,A2
"80100,51546","0,2441571805",2019_07_09,A2
"80160,51537","0,2434468179",2019_07_09,A2
"80220,51698","0,2447723327",2019_07_09,A2
"80280,51642","0,2446566379",2019_07_09,A2
"80340,51644","0,2443856317",2019_07_09,A2
"80400,51695","0,2442462805",2019_07_09,A2
"80460,51785","0,24256692",2019_07_09,A2
"80520,5174","0,2443288862",2019_07_09,A2
"80580,51754","0,244643015",2019_07_09,A2
"80640,519","0,2447406961",2019_07_09,A2
"80700,51851","0,2441189494",2019_07_09,A2
"80760,51846","0,2438563741",2019_07_09,A2
"80820,5185","0,2426742006",2019_07_09,A2
"80880,51957","0,2427136169",2019_07_09,A2
"80940,51957","0,2436403771",2019_07_09,A2
"81000,52089","0,2439896985",2019_07_09,A2
"81060,52037","0,2442750789",2019_07_09,A2
"81120,5205","0,2429817183",2019_07_09,A2
"81180,52047","0,2439103316",2019_07_09,A2
"81240,52038","0,2429882626",2019_07_09,A2
"81300,52052","0,2434527446",2019_07_09,A2
"81360,52104","0,2443026253",2019_07_09,A2
"81420,52079","0,2437681923",2019_07_09,A2
"81480,52149","0,2428820839",2019_07_09,A2
"81540,52292","0,2429854078",2019_07_09,A2
"81600,52384","0,2443908906",2019_07_09,A2
"81660,52399","0,2437254704",2019_07_09,A2
"81720,52506","0,2433993046",2019_07_09,A2
"81780,52517","0,2430215019",2019_07_09,A2
"81840,52541","0,2420875797",2019_07_09,A2
"81900,52587","0,2422924245",2019_07_09,A2
"81960,5254","0,2432768651",2019_07_09,A2
"82020,52596","0,2432555459",2019_07_09,A2
"82080,52531","0,2442636597",2019_07_09,A2
"82140,52609","0,2435438479",2019_07_09,A2
"82200,52593","0,2426301431",2019_07_09,A2
"82260,52551","0,246367418",2019_07_09,A2
"82320,52693","0,2453392537",2019_07_09,A2
"82380,52653","0,243826073",2019_07_09,A2
"82440,52701","0,2429753909",2019_07_09,A2
"82500,52691","0,244293126",2019_07_09,A2
"82560,52784","0,2432410548",2019_07_09,A2
"82620,52891","0,2442555794",2019_07_09,A2
"82680,5285","0,2444408747",2019_07_09,A2
"82740,52852","0,2449064251",2019_07_09,A2
"82800,52854","0,2458942548",2019_07_09,A2
