time,massFlow,signal,unit,anomaly
30960.04397795,0.254161572514709,2019_07_01,A1,0
31020.04403795,0.25407400842616,2019_07_01,A1,0
31080.04408795,0.252467170048251,2019_07_01,A1,0
31140.04408795,0.253498189054336,2019_07_01,A1,0
31200.04371795,0.254854021548466,2019_07_01,A1,0
31260.04376795,0.25120641426471,2019_07_01,A1,0
31320.04383795,0.250753000943861,2019_07_01,A1,0
31380.04387795,0.250613282419233,2019_07_01,A1,0
31440.04491795,0.252133708670115,2019_07_01,A1,0
31500.04500795,0.252492345762849,2019_07_01,A1,0
31560.04669795,0.253617155998245,2019_07_01,A1,0
31620.04615795,0.258026078260541,2019_07_01,A1,0
31680.04677795,0.255695054068081,2019_07_01,A1,0
31740.04617795,0.265872587614667,2019_07_01,A1,0
31800.04626795,0.258140537631226,2019_07_01,A1,0
31860.04622795,0.254848211772483,2019_07_01,A1,0
31920.04629795,0.255494382920028,2019_07_01,A1,0
31980.04637795,0.262552147766393,2019_07_01,A1,0
32040.04634795,0.251068081382186,2019_07_01,A1,0
32100.04641795,0.244486301165751,2019_07_01,A1,0
32160.04647795,0.252664485528583,2019_07_01,A1,0
32220.04647795,0.243918979442781,2019_07_01,A1,0
32280.04654795,0.245453178871415,2019_07_01,A1,0
32340.04629795,0.24741760259738,2019_07_01,A1,0
32400.04662795,0.245442878215679,2019_07_01,A1,0
32460.04736795,0.247867209498788,2019_07_01,A1,0
32520.04676795,0.24776351825704,2019_07_01,A1,0
32580.04679795,0.245305062858759,2019_07_01,A1,0
32640.04684795,0.250575585621219,2019_07_01,A1,0
32700.04695795,0.248227950108888,2019_07_01,A1,0
32760.04701795,0.249867760668458,2019_07_01,A1,0
32820.04699795,0.245027862874636,2019_07_01,A1,0
32880.04703795,0.247027662810111,2019_07_01,A1,0
32940.04608795,0.248173040998046,2019_07_01,A1,0
33000.04613795,0.248813803040916,2019_07_01,A1,0
33060.04617795,0.246698425216195,2019_07_01,A1,0
33120.04631795,0.244652798146228,2019_07_01,A1,0
33180.04692795,0.245595017662898,2019_07_01,A1,0
33240.04794795,0.245013004537254,2019_07_01,A1,0
33300.04809795,0.234591209773254,2019_07_01,A1,0
33360.04816795,0.239263592256872,2019_07_01,A1,0
33420.04710795,0.240421241126161,2019_07_01,A1,0
33480.04729795,0.240884521044497,2019_07_01,A1,0
33540.04720795,0.240358702510973,2019_07_01,A1,0
33600.04725795,0.241202957122534,2019_07_01,A1,0
33660.04737795,0.238480724326986,2019_07_01,A1,0
33720.04735795,0.241975240551661,2019_07_01,A1,0
33780.04742795,0.242208883881374,2019_07_01,A1,0
33840.04749795,0.239974973170995,2019_07_01,A1,0
33900.04750795,0.232782064147109,2019_07_01,A1,0
33960.04754795,0.238419187404074,2019_07_01,A1,0
34020.04760795,0.238100601056791,2019_07_01,A1,0
34080.04760795,0.241432376668027,2019_07_01,A1,0
34140.04868795,0.241190602973826,2019_07_01,A1,0
34200.04880795,0.242185043756476,2019_07_01,A1,0
34260.04980795,0.242420106143244,2019_07_01,A1,0
34320.04990795,0.244592296274523,2019_07_01,A1,0
34380.04998795,0.240248600472276,2019_07_01,A1,0
34440.04993795,0.247561077461037,2019_07_01,A1,0
34500.05004795,0.250848712090368,2019_07_01,A1,0
34560.05006795,0.247924238820467,2019_07_01,A1,0
34620.05113795,0.252987112003899,2019_07_01,A1,0
34680.05019795,0.249254211111678,2019_07_01,A1,0
34740.05020795,0.25548446621412,2019_07_01,A1,0
34800.05032795,0.254432395088823,2019_07_01,A1,0
34860.05032795,0.249877810922132,2019_07_01,A1,0
34920.05029795,0.249476034567776,2019_07_01,A1,0
34980.05042795,0.247424914897771,2019_07_01,A1,0
35040.05044795,0.250984557449679,2019_07_01,A1,0
35100.05043795,0.253334630376801,2019_07_01,A1,0
35160.05049795,0.258828245355159,2019_07_01,A1,0
35220.05062795,0.25730256024084,2019_07_01,A1,0
35280.05068795,0.252532680325313,2019_07_01,A1,0
35340.05069795,0.256971970391762,2019_07_01,A1,0
35400.05074795,0.251301106997462,2019_07_01,A1,0
35460.05073795,0.255033824233495,2019_07_01,A1,0
35520.05088795,0.254211506579126,2019_07_01,A1,0
35580.05090795,0.25317733222697,2019_07_01,A1,0
35640.05097795,0.255120236388532,2019_07_01,A1,0
35700.05099795,0.254777259003805,2019_07_01,A1,0
35760.05096795,0.251990183698036,2019_07_01,A1,0
35820.05202795,0.251128266021927,2019_07_01,A1,0
35880.05117795,0.250815756602178,2019_07_01,A1,0
35940.05114795,0.254116396453586,2019_07_01,A1,0
36000.05116795,0.253823703724173,2019_07_01,A1,0
36060.05129795,0.250915608037542,2019_07_01,A1,0
36120.05126795,0.252652031247059,2019_07_01,A1,0
36180.05234795,0.251678258605783,2019_07_01,A1,0
36240.05247795,0.255845707684362,2019_07_01,A1,0
36300.05240795,0.253145879291197,2019_07_01,A1,0
36360.05249795,0.251064325071166,2019_07_01,A1,0
36420.05253795,0.251686455716144,2019_07_01,A1,0
36480.05260795,0.251079533999444,2019_07_01,A1,0
36540.05258795,0.251678425540491,2019_07_01,A1,0
36600.05265795,0.255511545124434,2019_07_01,A1,0
36660.05269795,0.24684253448776,2019_07_01,A1,0
36720.05446795,0.248709143521844,2019_07_01,A1,0
36780.05478795,0.252717441363297,2019_07_01,A1,0
36840.05484795,0.253994925292994,2019_07_01,A1,0
36900.05698795,0.247768242873394,2019_07_01,A1,0
36960.05796795,0.254524733874138,2019_07_01,A1,0
37020.05904795,0.250322259148936,2019_07_01,A1,0
37080.05910795,0.254060418876586,2019_07_01,A1,0
37140.05914795,0.25365022834073,2019_07_01,A1,0
37200.05913795,0.251901083726147,2019_07_01,A1,0
37260.05917795,0.247403412026839,2019_07_01,A1,0
37320.06026795,0.24771597155501,2019_07_01,A1,0
37380.06034795,0.25103035119723,2019_07_01,A1,0
37440.06033795,0.253861767806554,2019_07_01,A1,0
37500.06152795,0.246146329114974,2019_07_01,A1,0
37560.06151795,0.25063732289379,2019_07_01,A1,0
37620.06150795,0.252048064470753,2019_07_01,A1,0
37680.06110795,0.25188168440059,2019_07_01,A1,0
37740.06213795,0.249828043820431,2019_07_01,A1,0
37800.06160795,0.254538590547254,2019_07_01,A1,0
37860.06165795,0.258624502356397,2019_07_01,A1,0
37920.06169795,0.251846658753967,2019_07_01,A1,0
37980.06179795,0.251821082368061,2019_07_01,A1,0
38040.06181795,0.246317099932075,2019_07_01,A1,0
38100.06196795,0.251079116634665,2019_07_01,A1,0
38160.06296795,0.2517905476292,2019_07_01,A1,0
38220.06298795,0.249655252925309,2019_07_01,A1,0
38280.06297795,0.253656054810184,2019_07_01,A1,0
38340.06414795,0.251751748978086,2019_07_01,A1,0
38400.06311795,0.251639426567727,2019_07_01,A1,0
38460.06429795,0.247756589934487,2019_07_01,A1,0
38520.06461795,0.247877660423771,2019_07_01,A1,0
38580.06427795,0.252076195181765,2019_07_01,A1,0
38640.06428795,0.246290338197705,2019_07_01,A1,0
38700.06435795,0.251711297561327,2019_07_01,A1,0
38760.06443795,0.25407267283646,2019_07_01,A1,0
38820.06594795,0.259187182958376,2019_07_01,A1,0
38880.06550795,0.255639493855859,2019_07_01,A1,0
38940.06556795,0.257219169856099,2019_07_01,A1,0
39000.06558795,0.2550949604851,2019_07_01,A1,0
39060.06693795,0.255654418995133,2019_07_01,A1,0
39120.06670795,0.258712667465913,2019_07_01,A1,0
39180.06675795,0.256603182884529,2019_07_01,A1,0
39240.06677795,0.252159936157401,2019_07_01,A1,0
39300.06688795,0.251615519640937,2019_07_01,A1,0
39360.06685795,0.25426997165133,2019_07_01,A1,0
39420.06696795,0.252976944895929,2019_07_01,A1,0
39480.06699795,0.251954306656394,2019_07_01,A1,0
39540.06804795,0.259394598800804,2019_07_01,A1,0
39600.06912795,0.254585319213197,2019_07_01,A1,0
39660.06820795,0.257298553499748,2019_07_01,A1,0
39720.06820795,0.256963055378129,2019_07_01,A1,0
39780.06824795,0.256083691652592,2019_07_01,A1,0
39840.06829795,0.249299470640154,2019_07_01,A1,0
39900.06837795,0.254623399989049,2019_07_01,A1,0
39960.06839795,0.259677742136686,2019_07_01,A1,0
40020.06841795,0.257907578789833,2019_07_01,A1,0
40080.06856795,0.253389188896748,2019_07_01,A1,0
40140.06854795,0.253840298322563,2019_07_01,A1,0
40200.06852795,0.257213393467058,2019_07_01,A1,0
40260.06864795,0.254208401341476,2019_07_01,A1,0
40320.06868795,0.254236532024478,2019_07_01,A1,0
40380.06874795,0.252183959938487,2019_07_01,A1,0
40440.06882795,0.257048866512199,2019_07_01,A1,0
40500.06883795,0.255164227101191,2019_07_01,A1,0
40560.06885795,0.256284412909067,2019_07_01,A1,0
40620.06897795,0.257479825350253,2019_07_01,A1,0
40680.06899795,0.254368320562286,2019_07_01,A1,0
40740.06907795,0.255011903997784,2019_07_01,A1,0
40800.06907795,0.254069066766677,2019_07_01,A1,0
40860.06911795,0.259477020880211,2019_07_01,A1,0
40920.06810795,0.254413630171175,2019_07_01,A1,0
40980.06818795,0.254946009742885,2019_07_01,A1,0
41040.06821795,0.254258235245069,2019_07_01,A1,0
41100.06831795,0.258418806081507,2019_07_01,A1,0
41160.06828795,0.252572463947223,2019_07_01,A1,0
41220.06837795,0.250158049370022,2019_07_01,A1,0
41280.06898795,0.253609609961254,2019_07_01,A1,0
41340.06904795,0.253735755657787,2019_07_01,A1,0
41400.06907795,0.247757174233974,2019_07_01,A1,0
41460.06813795,0.254601246016737,2019_07_01,A1,0
41520.06819795,0.252021820289997,2019_07_01,A1,0
41580.06923795,0.252655253339005,2019_07_01,A1,0
41640.06921795,0.251044374805054,2019_07_01,A1,0
41700.06932795,0.25213314103609,2019_07_01,A1,0
41760.06939795,0.247481710510859,2019_07_01,A1,0
41820.06940795,0.25215018641421,2019_07_01,A1,0
41880.06943795,0.255064175344177,2019_07_01,A1,0
41940.06946795,0.253460475562851,2019_07_01,A1,0
42000.06954795,0.256417219804611,2019_07_01,A1,0
42060.06960795,0.259566204347463,2019_07_01,A1,0
42120.06957795,0.25637030751049,2019_07_01,A1,0
42180.06962795,0.253512396318348,2019_07_01,A1,0
42240.06970795,0.250190721041199,2019_07_01,A1,0
42300.06974795,0.258842703021232,2019_07_01,A1,0
42360.06980795,0.251056945968883,2019_07_01,A1,0
42420.06992795,0.252970016573376,2019_07_01,A1,0
42480.07003795,0.25241072499805,2019_07_01,A1,0
42540.07196795,0.249063740486545,2019_07_01,A1,0
42600.07300795,0.249746072492745,2019_07_01,A1,0
42660.07403795,0.252764921291443,2019_07_01,A1,0
42720.07311795,0.245440357305525,2019_07_01,A1,0
42780.07311795,0.252007195689215,2019_07_01,A1,0
42840.07315795,0.247140536161024,2019_07_01,A1,0
42900.07322795,0.250901300612706,2019_07_01,A1,0
42960.07327795,0.245532779558194,2019_07_01,A1,0
43020.07332795,0.25286879616137,2019_07_01,A1,0
43080.07345795,0.247201872762287,2019_07_01,A1,0
43140.07341795,0.244026376915136,2019_07_01,A1,0
43200.07351795,0.249380306727799,2019_07_01,A1,0
43260.07357795,0.256464649652346,2019_07_01,A1,0
43320.07356795,0.245401191370044,2019_07_01,A1,0
43380.07369795,0.250916843438408,2019_07_01,A1,0
43440.07333795,0.252502028704148,2019_07_01,A1,0
43500.07340795,0.25170870984928,2019_07_01,A1,0
43560.07345795,0.258871351257847,2019_07_01,A1,0
43620.07346795,0.253315781963789,2019_07_01,A1,0
43680.07352795,0.246077730293732,2019_07_01,A1,0
43740.07366795,0.249813235563462,2019_07_01,A1,0
43800.07366795,0.25375351888316,2019_07_01,A1,0
43860.07375795,0.252950951117235,2019_07_01,A1,0
43920.07372795,0.249645352940881,2019_07_01,A1,0
43980.07377795,0.254397219200963,2019_07_01,A1,0
44040.07381795,0.252891183842272,2019_07_01,A1,0
44100.07386795,0.253355298490166,2019_07_01,A1,0
44160.07391795,0.253563014843077,2019_07_01,A1,0
44220.07345795,0.25029160755578,2019_07_01,A1,0
44280.07354795,0.251300339041787,2019_07_01,A1,0
44340.07356795,0.255195446328372,2019_07_01,A1,0
44400.07362795,0.255172073648666,2019_07_01,A1,0
44460.07367795,0.251497854899787,2019_07_01,A1,0
44520.07484795,0.251453663837469,2019_07_01,A1,0
44580.07473795,0.251294796389346,2019_07_01,A1,0
44640.07486795,0.250511043621481,2019_07_01,A1,0
44700.07493795,0.249015576070078,2019_07_01,A1,0
44760.07498795,0.252943171371652,2019_07_01,A1,0
44820.07499795,0.254525568603696,2019_07_01,A1,0
44880.07510795,0.257052973414115,2019_07_01,A1,0
44940.07512795,0.257604201398837,2019_07_01,A1,0
45000.07413795,0.252021302764393,2019_07_01,A1,0
45060.07420795,0.251382276982532,2019_07_01,A1,0
45120.07424795,0.25191552469875,2019_07_01,A1,0
45180.07429795,0.252072088251839,2019_07_01,A1,0
45240.07431795,0.255558841424402,2019_07_01,A1,0
45300.07438795,0.250311424246116,2019_07_01,A1,0
45360.07445795,0.253337301528192,2019_07_01,A1,0
45420.07450795,0.25425825193854,2019_07_01,A1,0
45480.07450795,0.249160136093364,2019_07_01,A1,0
45540.07456795,0.246975825549977,2019_07_01,A1,0
45600.07461795,0.251214227425243,2019_07_01,A1,0
45660.07464795,0.254078783122926,2019_07_01,A1,0
45720.07467795,0.255042722553658,2019_07_01,A1,0
45780.07470795,0.254988781748149,2019_07_01,A1,0
45840.07484795,0.246848210715977,2019_07_01,A1,0
45900.07485795,0.24856573543207,2019_07_01,A1,0
45960.07486795,0.251440558426557,2019_07_01,A1,0
46020.07490795,0.249779662360834,2019_07_01,A1,0
46080.07502795,0.254895190868497,2019_07_01,A1,0
46140.07512795,0.254337051254693,2019_07_01,A1,0
46200.07603795,0.252923738659154,2019_07_01,A1,0
46260.07514795,0.251170437034234,2019_07_01,A1,0
46320.07514795,0.253997780100573,2019_07_01,A1,0
46380.07528795,0.252710229223731,2019_07_01,A1,0
46440.07533795,0.252727424843088,2019_07_01,A1,0
46500.07540795,0.251022788466768,2019_07_01,A1,0
46560.07541795,0.255284062189609,2019_07_01,A1,0
46620.07546795,0.250120653082491,2019_07_01,A1,0
46680.07552795,0.258234996655386,2019_07_01,A1,0
46740.07547795,0.254363428983215,2019_07_01,A1,0
46800.07561795,0.255623132994069,2019_07_01,A1,0
46860.07558795,0.252866909659124,2019_07_01,A1,0
46920.07567795,0.25239636752081,2019_07_01,A1,0
46980.07600795,0.249901851396689,2019_07_01,A1,0
47040.07572795,0.236026192202442,2019_07_01,A1,0
47100.07584795,0.250668308384371,2019_07_01,A1,0
47160.07589795,0.248953454819669,2019_07_01,A1,0
47220.07587795,0.253814404732702,2019_07_01,A1,0
47280.07597795,0.25891984957174,2019_07_01,A1,0
47340.07598795,0.251739878996049,2019_07_01,A1,0
47400.07605795,0.250365348358154,2019_07_01,A1,0
47460.07606795,0.256364280691378,2019_07_01,A1,0
47520.07511795,0.2543987050319,2019_07_01,A1,0
47580.07528795,0.255803002452981,2019_07_01,A1,0
47640.07527795,0.253681330713616,2019_07_01,A1,0
47700.07528795,0.25006402443212,2019_07_01,A1,0
47760.07534795,0.251086896380247,2019_07_01,A1,0
47820.07533795,0.247221355555198,2019_07_01,A1,0
47880.07542795,0.252158750808938,2019_07_01,A1,0
47940.07548795,0.255547572463332,2019_07_01,A1,0
48000.07555795,0.246778877326002,2019_07_01,A1,0
48060.07554795,0.250212674663851,2019_07_01,A1,0
48120.07561795,0.250355398265304,2019_07_01,A1,0
48180.07563795,0.250766623880377,2019_07_01,A1,0
48240.07571795,0.250248852243987,2019_07_01,A1,0
48300.07579795,0.25342571703977,2019_07_01,A1,0
48360.07580795,0.252306599726062,2019_07_01,A1,0
48420.07584795,0.249770179741185,2019_07_01,A1,0
48480.07589795,0.248661630206755,2019_07_01,A1,0
48540.07599795,0.249882184975599,2019_07_01,A1,0
48600.07744795,0.25325564740446,2019_07_01,A1,0
48660.07704795,0.250655970929134,2019_07_01,A1,0
48720.07612795,0.250056177884646,2019_07_01,A1,0
48780.07612795,0.25140768643373,2019_07_01,A1,0
48840.07623795,0.247467236151314,2019_07_01,A1,0
48900.07619795,0.252900315899035,2019_07_01,A1,0
48960.07659795,0.249600410616359,2019_07_01,A1,0
49020.07634795,0.252612865311579,2019_07_01,A1,0
49080.07642795,0.252960917903555,2019_07_01,A1,0
49140.07653795,0.254685938604236,2019_07_01,A1,0
49200.07748795,0.253401209120022,2019_07_01,A1,0
49260.07753795,0.249804871490383,2019_07_01,A1,0
49320.07832795,0.256905291459708,2019_07_01,A1,0
49380.07834795,0.254328987664088,2019_07_01,A1,0
49440.07852795,0.254861150220678,2019_07_01,A1,0
49500.07849795,0.259828996745925,2019_07_01,A1,0
49560.07856795,0.268169137101059,2019_07_01,A1,0
49620.07865795,0.259107248374173,2019_07_01,A1,0
49680.07867795,0.259198969473059,2019_07_01,A1,0
49740.07865795,0.256604702102407,2019_07_01,A1,0
49800.07872795,0.25690998268912,2019_07_01,A1,0
49860.07825795,0.255195663371502,2019_07_01,A1,0
49920.07834795,0.254764053432068,2019_07_01,A1,0
49980.07840795,0.255543131635982,2019_07_01,A1,0
50040.07841795,0.251674569040637,2019_07_01,A1,0
50100.07850795,0.251612030425449,2019_07_01,A1,0
50160.07856795,0.252823436472069,2019_07_01,A1,0
50220.07853795,0.256460776459021,2019_07_01,A1,0
50280.07864795,0.253439774034535,2019_07_01,A1,0
50340.07869795,0.256383680016935,2019_07_01,A1,0
50400.07871795,0.253356433758217,2019_07_01,A1,0
50460.07880795,0.255785255921079,2019_07_01,A1,0
50520.07885795,0.2555873226983,2019_07_01,A1,0
50580.07880795,0.250688241929003,2019_07_01,A1,0
50640.07894795,0.244004239636296,2019_07_01,A1,0
50700.08032795,0.247878895824637,2019_07_01,A1,0
50760.07996795,0.245411441945368,2019_07_01,A1,0
50820.08110795,0.245200503500512,2019_07_01,A1,0
50880.08105795,0.244903904190832,2019_07_01,A1,0
50940.08016795,0.246362826905742,2019_07_01,A1,0
51000.08016795,0.245011101313528,2019_07_01,A1,0
51060.08021795,0.242546518963319,2019_07_01,A1,0
51120.08021795,0.237878627387464,2019_07_01,A1,0
51180.08038795,0.244231555664423,2019_07_01,A1,0
51240.08034795,0.24573109675881,2019_07_01,A1,0
51300.08046795,0.237655535143558,2019_07_01,A1,0
51360.08044795,0.2424472184405,2019_07_01,A1,0
51420.08049795,0.2435188391606,2019_07_01,A1,0
51480.08052795,0.242651228562803,2019_07_01,A1,0
51540.08060795,0.246257566365703,2019_07_01,A1,0
51600.08033795,0.241041552042777,2019_07_01,A1,0
51660.08041795,0.240136745507109,2019_07_01,A1,0
51720.08049795,0.244530425454186,2019_07_01,A1,0
51780.08050795,0.243730245050648,2019_07_01,A1,0
51840.08055795,0.248697190072453,2019_07_01,A1,0
51900.08055795,0.247673232936688,2019_07_01,A1,0
51960.08078795,0.249828661534869,2019_07_01,A1,0
52020.08066795,0.24622275776221,2019_07_01,A1,0
52080.08073795,0.244630610786975,2019_07_01,A1,0
52140.08071795,0.244787408076664,2019_07_01,A1,0
52200.08083795,0.245635836392033,2019_07_01,A1,0
52260.08168795,0.247469456550985,2019_07_01,A1,0
52320.08187795,0.243185361088992,2019_07_01,A1,0
52380.08200795,0.244359871680214,2019_07_01,A1,0
52440.08410795,0.247433262277379,2019_07_01,A1,0
52500.08503795,0.243607288059119,2019_07_01,A1,0
52560.08614795,0.242686521304959,2019_07_01,A1,0
52620.08515795,0.242821364971996,2019_07_01,A1,0
52680.08528795,0.242410005809157,2019_07_01,A1,0
52740.08530795,0.24385834402331,2019_07_01,A1,0
52800.08528795,0.24495031565282,2019_07_01,A1,0
52860.08530795,0.241874955058047,2019_07_01,A1,0
52920.08534795,0.243649926488607,2019_07_01,A1,0
52980.08576795,0.240350772496145,2019_07_01,A1,0
53040.08547795,0.243292908802585,2019_07_01,A1,0
53100.08554795,0.243496768655642,2019_07_01,A1,0
53160.08555795,0.237528270900454,2019_07_01,A1,0
53220.08562795,0.238421825168524,2019_07_01,A1,0
53280.08574795,0.242327884212225,2019_07_01,A1,0
53340.08580795,0.240283442462711,2019_07_01,A1,0
53400.08575795,0.243551727846897,2019_07_01,A1,0
53460.08583795,0.244075292593808,2019_07_01,A1,0
53520.08599795,0.244439238602383,2019_07_01,A1,0
53580.08593795,0.246408620681302,2019_07_01,A1,0
53640.08597795,0.243851449087698,2019_07_01,A1,0
53700.08598795,0.244486968960601,2019_07_01,A1,0
53760.08605795,0.248513063414369,2019_07_01,A1,0
53820.08525795,0.245494047680963,2019_07_01,A1,0
53880.08513795,0.247727290596493,2019_07_01,A1,0
53940.08543795,0.241556335351831,2019_07_01,A1,0
54000.08523795,0.249826541296023,2019_07_01,A1,0
54060.08531795,0.246111420350655,2019_07_01,A1,0
54120.08540795,0.242678274086176,2019_07_01,A1,0
54180.08539795,0.248492695811488,2019_07_01,A1,0
54240.08543795,0.248106846232663,2019_07_01,A1,0
54300.08549795,0.251027713432781,2019_07_01,A1,0
54360.08556795,0.245428771112492,2019_07_01,A1,0
54420.08563795,0.248721414175189,2019_07_01,A1,0
54480.08566795,0.244532896283927,2019_07_01,A1,0
54540.08576795,0.245280454778186,2019_07_01,A1,0
54600.08674795,0.249974373491667,2019_07_01,A1,0
54660.08678795,0.24160166165419,2019_07_01,A1,0
54720.08690795,0.242816690436054,2019_07_01,A1,0
54780.08688795,0.245079616667416,2019_07_01,A1,0
54840.08698795,0.243605835615123,2019_07_01,A1,0
54900.08697795,0.246287850702502,2019_07_01,A1,0
54960.08709795,0.245528004861428,2019_07_01,A1,0
55020.08710795,0.249863052745575,2019_07_01,A1,0
55080.08614795,0.247910115051818,2019_07_01,A1,0
55140.08616795,0.2453772009759,2019_07_01,A1,0
55200.08626795,0.244383044010262,2019_07_01,A1,0
55260.08629795,0.246085293024194,2019_07_01,A1,0
55320.08638795,0.247407351994047,2019_07_01,A1,0
55380.08748795,0.245387685287824,2019_07_01,A1,0
55440.08745795,0.245223308574202,2019_07_01,A1,0
55500.08754795,0.244767691547153,2019_07_01,A1,0
55560.08756795,0.246701313410716,2019_07_01,A1,0
55620.08749795,0.242917192972798,2019_07_01,A1,0
55680.08755795,0.244083022258978,2019_07_01,A1,0
55740.08771795,0.243808343185009,2019_07_01,A1,0
55800.08767795,0.244489756994297,2019_07_01,A1,0
55860.08778795,0.245627973151088,2019_07_01,A1,0
55920.08784795,0.247101053021589,2019_07_01,A1,0
55980.08786795,0.243899964095061,2019_07_01,A1,0
56040.08792795,0.243031201563753,2019_07_01,A1,0
56100.08800795,0.243064808153322,2019_07_01,A1,0
56160.08792795,0.246386817299887,2019_07_01,A1,0
56220.08805795,0.242405631783699,2019_07_01,A1,0
56280.08911795,0.24452299627149,2019_07_01,A1,0
56340.08815795,0.245440824750717,2019_07_01,A1,0
56400.08814795,0.243214092792961,2019_07_01,A1,0
56460.08823795,0.24791857931373,2019_07_01,A1,0
56520.08826795,0.245615335213376,2019_07_01,A1,0
56580.08829795,0.246577855559044,2019_07_01,A1,0
56640.08843795,0.245840330624989,2019_07_01,A1,0
56700.08842795,0.243110718755168,2019_07_01,A1,0
56760.08841795,0.245684868925,2019_07_01,A1,0
56820.08847795,0.242829378454178,2019_07_01,A1,0
56880.08861795,0.240879212100647,2019_07_01,A1,0
56940.08897795,0.242787040535173,2019_07_01,A1,0
57000.08863795,0.243747640991655,2019_07_01,A1,0
57060.08870795,0.243857592761106,2019_07_01,A1,0
57120.08870795,0.242236780855785,2019_07_01,A1,0
57180.08879795,0.246392977666765,2019_07_01,A1,0
57240.09001795,0.245734936537184,2019_07_01,A1,0
57300.08991795,0.242230286591482,2019_07_01,A1,0
57360.08992795,0.242442894495454,2019_07_01,A1,0
57420.08998795,0.244473546373744,2019_07_01,A1,0
57480.09001795,0.246126261994567,2019_07_01,A1,0
57540.09111795,0.240991250722002,2019_07_01,A1,0
57600.09011795,0.245681062505559,2019_07_01,A1,0
57660.09036795,0.24413859916467,2019_07_01,A1,0
57720.09021795,0.245721380402561,2019_07_01,A1,0
57780.09026795,0.245633883087895,2019_07_01,A1,0
57840.09088795,0.243124408465567,2019_07_01,A1,0
57900.09038795,0.237772849293812,2019_07_01,A1,0
57960.09050795,0.240659175013978,2019_07_01,A1,0
58020.09044795,0.239838727140375,2019_07_01,A1,0
58080.09060795,0.240572362187634,2019_07_01,A1,0
58140.09054795,0.237567620464114,2019_07_01,A1,0
58200.09061795,0.241126628608113,2019_07_01,A1,0
58260.09070795,0.25123073855628,2019_07_01,A1,0
58320.09071795,0.242511226193154,2019_07_01,A1,0
58380.09073795,0.245232457296426,2019_07_01,A1,0
58440.09087795,0.244679693400355,2019_07_01,A1,0
58500.09104795,0.237502828062314,2019_07_01,A1,0
58560.09108795,0.249526235727726,2019_07_01,A1,0
58620.09129795,0.240772265380012,2019_07_01,A1,0
58680.09021795,0.23898308668544,2019_07_01,A1,0
58740.09017795,0.244867943653826,2019_07_01,A1,0
58800.09020795,0.243546635946177,2019_07_01,A1,0
58860.09029795,0.245378653419896,2019_07_01,A1,0
58920.09035795,0.244388135910983,2019_07_01,A1,0
58980.09040795,0.247577204614236,2019_07_01,A1,0
59040.09043795,0.246228667727026,2019_07_01,A1,0
59100.09148795,0.24180800903046,2019_07_01,A1,0
59160.09172795,0.249216330685485,2019_07_01,A1,0
59220.09187795,0.250297600959941,2019_07_01,A1,0
59280.09197795,0.247149250824998,2019_07_01,A1,0
59340.09190795,0.252258218266465,2019_07_01,A1,0
59400.09200795,0.241903903805145,2019_07_01,A1,0
59460.09199795,0.242606736990002,2019_07_01,A1,0
59520.09201795,0.244905022737402,2019_07_01,A1,0
59580.09215795,0.239218466276162,2019_07_01,A1,0
59640.09110795,0.245515700793132,2019_07_01,A1,0
59700.09121795,0.246147714785086,2019_07_01,A1,0
59760.09133795,0.244824403692887,2019_07_01,A1,0
59820.09230795,0.247783718925214,2019_07_01,A1,0
59880.09326795,0.242621278151439,2019_07_01,A1,0
59940.09338795,0.23892957996619,2019_07_01,A1,0
60000.09348795,0.245442494237842,2019_07_01,A1,0
60060.09351795,0.247968947436398,2019_07_01,A1,0
60120.09347795,0.246628974971925,2019_07_01,A1,0
60180.09359795,0.247702331925024,2019_07_01,A1,0
60240.09355795,0.243330488746304,2019_07_01,A1,0
60300.09364795,0.246734652876743,2019_07_01,A1,0
60360.09373795,0.246236731289621,2019_07_01,A1,0
60420.09381795,0.245130235220154,2019_07_01,A1,0
60480.09381795,0.244004707081487,2019_07_01,A1,0
60540.09383795,0.242818092799638,2019_07_01,A1,0
60600.09394795,0.247217766178885,2019_07_01,A1,0
60660.09389795,0.248901400516406,2019_07_01,A1,0
60720.09402795,0.244326916192024,2019_07_01,A1,0
60780.09407795,0.242793301062877,2019_07_01,A1,0
60840.09409795,0.24640059047764,2019_07_01,A1,0
60900.09307795,0.243237415392256,2019_07_01,A1,0
60960.09318795,0.247116712729597,2019_07_01,A1,0
61020.09325795,0.245542295564785,2019_07_01,A1,0
61080.09331795,0.247947461258936,2019_07_01,A1,0
61140.09332795,0.250410657967043,2019_07_01,A1,0
61200.09357795,0.254529608759738,2019_07_01,A1,0
61260.09350795,0.25305238857237,2019_07_01,A1,0
61320.09388795,0.251807175614532,2019_07_01,A1,0
61380.09461795,0.254266599318147,2019_07_01,A1,0
61440.09535795,0.252352593823271,2019_07_01,A1,0
61500.09545795,0.254649226777017,2019_07_01,A1,0
61560.09563795,0.255296483084191,2019_07_01,A1,0
61620.09542795,0.255147983093696,2019_07_01,A1,0
61680.09586795,0.25398554283417,2019_07_01,A1,0
61740.09704795,0.251982353872042,2019_07_01,A1,0
61800.09672795,0.253891584642143,2019_07_01,A1,0
61860.09660795,0.25134332809018,2019_07_01,A1,0
61920.09680795,0.260463414765728,2019_07_01,A1,0
